"start";"end";"Type of SLM Activity";"Height.";"Height.";"Height.";"Height.";"Length";"Width.";"Width.";"Width.";"Width.";"Area Restored";"Area Improved";"Coordinate";"_Coordinate_latitude";"_Coordinate_longitude";"_Coordinate_altitude";"_Coordinate_precision";"Comments";"Name";"PES Funded";"Remark";"Height.";"_id";"_uuid";"_submission_time";"_validation_status";"_notes";"_status";"_submitted_by";"__version__";"_tags";"_index"
"2024-09-04T14:48:19.873+02:00";"2024-09-04T14:50:01.005+02:00";"Stone Bund";"";"68cm";"";"";"54cm";"";"";"";"";"";"";"-21.2854958 29.0106287 835.178 1.546";"-21.2854958";"29.0106287";"835.178";"1.546";"Village";"PAYE salubeni line ";"No";"Done by line ";"";"384885930";"9974ebb9-75a4-4ece-88f7-d3a14dea3bf4";"2024-09-18T07:32:34";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"25"
"2024-09-04T14:50:15.563+02:00";"2024-09-04T14:52:17.598+02:00";"Silt Trap";"";"";"";"43cm";"302cm";"";"";"131cm";"";"";"";"-21.2854855 29.0105836 840.981 1.537";"-21.2854855";"29.0105836";"840.981";"1.537";"Village";"PAYE salubeni line ";"No";"Done by line ";"";"384885945";"1f1f535f-28a7-4bba-b2f1-723508c2f0d1";"2024-09-18T07:32:35";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"26"
"2024-09-04T14:52:56.715+02:00";"2024-09-04T14:55:11.576+02:00";"Silt Trap";"";"";"";"41cm";"337cm";"";"";"97cm";"";"";"";"-21.2855229 29.0105388 842.747 1.613";"-21.2855229";"29.0105388";"842.747";"1.613";"Village";"PAYE salubeni line ";"No";"Done by line ";"";"384885969";"3874ddbd-da10-4c55-9918-dd8fb3a815c8";"2024-09-18T07:32:37";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"27"
"2024-09-04T14:55:20.290+02:00";"2024-09-04T14:59:27.109+02:00";"Silt Trap";"";"";"";"47cm";"489cm";"";"";"316";"";"";"";"-21.2855936 29.0105331 844.111 1.438";"-21.2855936";"29.0105331";"844.111";"1.438";"Village";"PAYE salubeni line ";"No";"Done by line ";"";"384886001";"5066d5cd-196a-4de1-a155-0f31fd5e19c9";"2024-09-18T07:32:39";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"28"
"2024-09-04T14:59:58.500+02:00";"2024-09-04T15:02:19.459+02:00";"Silt Trap";"";"";"";"36çm";"336cm";"";"";"148cm";"";"";"";"-21.2854989 29.0106041 840.966 1.304";"-21.2854989";"29.0106041";"840.966";"1.304";"Village";"PAYE salubeni line ";"No";"Done by line ";"";"384886009";"de08ff32-d737-4f04-a014-b819d7bc95e9";"2024-09-18T07:32:40";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"29"
"2024-09-04T16:37:04.754+02:00";"2024-09-04T16:37:38.634+02:00";"Dead Level Contour";"";"";"U";"";"U";"";"";"";"";"U";"J";"";"";"";"";"";"Other";"Y";"No";"U";"";"384886030";"36bf88ed-0b1f-4b1d-86c6-6b4478e60015";"2024-09-18T07:32:41";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"30"
"2024-07-12T11:13:11.728+02:00";"2024-09-18T12:12:51.742+02:00";"Stone Bund";"";"7.2m";"";"";"0.78cm";"";"";"";"";"";"";"";"";"";"";"";"Village";"Mpisi line";"No";"";"";"384976932";"bd29cca1-a04a-4d6c-b31d-d99125f74703";"2024-09-18T10:25:47";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"31"
"2024-09-17T10:08:24.004+02:00";"2024-09-17T10:10:56.906+02:00";"Stone Bund";"";"0.3m";"";"";"3.2m";"";"";"";"";"";"";"-21.3182048 29.0868941 849.337646484375 4.824";"-21.3182048";"29.0868941";"849.337646484375";"4.824";"Village";"Switsha";"No";"";"";"386645249";"04ea2a41-143f-4603-bb7f-49cd6eb172bd";"2024-09-23T06:21:22";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"32"
"2024-09-17T10:54:01.950+02:00";"2024-09-17T10:56:09.134+02:00";"Stone Bund";"";"0.6";"";"";"4.5m";"";"";"";"";"";"";"";"";"";"";"";"Other";"Switsha";"Yes";"They are attendind weell
6.8cm
-21.3070902 29.0787331";"";"386645255";"02cd3732-4da8-4719-a3ef-7cb1dd85b54b";"2024-09-23T06:21:23";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"33"
"2024-09-17T10:56:16.270+02:00";"2024-09-17T10:58:36.315+02:00";"Stone Bund";"";"0.4m";"";"";"3m";"";"";"";"";"";"";"";"";"";"";"";"Village";"Didziro line";"No";"-21.3618686 29.1125649";"";"386645261";"8a5c287e-53af-4035-8f38-a50850ff57e5";"2024-09-23T06:21:23";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"34"
"2024-09-17T10:58:49.571+02:00";"2024-09-17T11:00:02.575+02:00";"Stone Bund";"";"0.6m";"";"";"4.4m";"";"";"";"";"";"";"";"";"";"";"";"Village";"Ntanye village";"No";"Good numbers turnout";"";"386645263";"2e1f81a2-87d9-4283-9f8e-e4dcd283eb2e";"2024-09-23T06:21:24";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"35"
"2024-09-17T11:00:20.326+02:00";"2024-09-17T11:01:42.527+02:00";"Stone Bund";"";"4m";"";"";"3.3m";"";"";"";"";"";"";"";"";"";"";"";"Village";"Switsha line";"No";"";"";"386645272";"d9991330-7b1e-44bd-8b37-30cbc16973d1";"2024-09-23T06:21:25";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"36"
"2024-09-17T11:02:16.330+02:00";"2024-09-17T11:03:08.733+02:00";"Stone Bund";"";"4.4m";"";"";"6.8m";"";"";"";"";"";"";"";"";"";"";"";"Village";"Switsha line";"No";"";"";"386645274";"5ec5309f-b7b1-47df-a40b-7c3e61415bb5";"2024-09-23T06:21:25";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"37"
"2024-09-17T11:06:31.674+02:00";"2024-09-17T11:08:21.462+02:00";"Stone Bund";"";"5m";"";"";"1.5m";"";"";"";"";"";"";"";"";"";"";"";"Village";"Mbamba line";"No";"-21.3255058 29.078969";"";"386645280";"5fb73d40-6540-4697-a03f-8a764eb08e86";"2024-09-23T06:21:26";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"38"
"2024-09-17T11:08:36.464+02:00";"2024-09-17T11:10:25.908+02:00";"Stone Bund";"";"3.4m";"";"";"1m";"";"";"";"";"";"";"";"";"";"";"";"Village";"Mbamba line";"No";"They are cooperating well
-21.3251358 29.0774882";"";"386645285";"47650978-2edc-4301-97cb-6dcf3e28d025";"2024-09-23T06:21:26";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"39"
"2024-09-17T11:11:29.539+02:00";"2024-09-17T11:12:53.312+02:00";"Stone Bund";"";"3m";"";"";"1m";"";"";"";"";"";"";"";"";"";"";"";"Other";"Mbamba line";"No";"-21.325024 29.0770701";"";"386645292";"3ba255cc-3d25-414a-879c-b2e93e332749";"2024-09-23T06:21:28";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"40"
"2024-09-17T13:19:05.236+02:00";"2024-09-17T13:21:59.345+02:00";"Stone Bund";"";"0.4";"";"";"5m";"";"";"";"";"";"";"-21.3597926 28.9654468 791.92529296875 4.288";"-21.3597926";"28.9654468";"791.92529296875";"4.288";"Other";"Sibangani line Sengezane";"No";"Width -0.7m";"";"386645296";"f597f4b2-30e8-4532-85ae-17d7b970dfed";"2024-09-23T06:21:29";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"41"
"2024-09-18T11:11:01.935+02:00";"2024-09-18T11:15:11.395+02:00";"Stone Bund";"";"0.5m";"";"";"34.6m
Width 0.6m";"";"";"";"";"";"";"-21.2608261 29.038405 830.6083984375 4.288";"-21.2608261";"29.038405";"830.6083984375";"4.288";"Village";"Nhlamba";"No";"Demonstration";"";"386645298";"f1370c7a-ef7b-4538-8465-67c5bd9d1337";"2024-09-23T06:21:29";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"42"
"2024-09-18T11:16:18.283+02:00";"2024-09-18T11:18:12.558+02:00";"Stone Bund";"";"0.7m";"";"";"7m
Width 0.9m";"";"";"";"";"";"";"-21.2606587 29.0385391 873.6412353515625 4.556";"-21.2606587";"29.0385391";"873.6412353515625";"4.556";"Village";"Nhlamba";"No";"Demonstration";"";"386645301";"be2a202a-2899-4be6-9cb5-31cff7f56159";"2024-09-23T06:21:30";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"43"
"2024-09-18T12:44:50.298+02:00";"2024-09-18T12:47:14.841+02:00";"Silt Trap";"";"";"";"0.7m";"12m";"";"0.6m";"";"";"";"";"-21.2728772 29.0540477 864.331298828125 4.645";"-21.2728772";"29.0540477";"864.331298828125";"4.645";"Village";"Nhlamba";"No";"";"";"386645305";"31b51161-e960-42d3-a0e8-06e9b7e4e285";"2024-09-23T06:21:30";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"44"
"2024-09-18T12:47:18.887+02:00";"2024-09-18T12:49:35.119+02:00";"Silt Trap";"";"";"";"0.8m";"24m";"";"0.8m";"";"";"";"";"-21.2725993 29.0542091 883.65771484375 4.716";"-21.2725993";"29.0542091";"883.65771484375";"4.716";"Village";"Nhlamba";"No";"";"";"386645311";"55f805db-d353-4996-a753-f3df62089ae7";"2024-09-23T06:21:31";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"45"
"2024-09-18T12:50:40.725+02:00";"2024-09-18T12:52:42.552+02:00";"Silt Trap";"";"";"";"0.5m";"5m";"";"0.8m";"";"";"";"";"-21.2723553 29.0542536 883.429931640625 4.645";"-21.2723553";"29.0542536";"883.429931640625";"4.645";"Village";"Nhlamba";"No";"";"";"386645315";"1a97afda-22d4-45b9-a2d1-72bdb5b848bf";"2024-09-23T06:21:31";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"46"
"2024-09-18T12:53:26.481+02:00";"2024-09-18T12:54:53.776+02:00";"Silt Trap";"";"";"";"0.2m";"6m";"";"0.7m";"";"";"";"";"-21.2719506 29.0540838 896.3011474609375 4.931";"-21.2719506";"29.0540838";"896.3011474609375";"4.931";"Village";"Nhlamba";"No";"";"";"386645321";"5c221992-c820-49d4-bdd6-aae8041de6cf";"2024-09-23T06:21:32";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"47"
"2024-09-18T11:22:47.908+02:00";"2024-09-18T11:24:58.276+02:00";"Stone Bund";"";"0.35";"";"";"6
Width =0.5";"";"";"";"";"";"";"-21.2625094 29.0420446 879.501708984375 4.931";"-21.2625094";"29.0420446";"879.501708984375";"4.931";"Village";"Nhlamba";"No";"";"";"386695915";"2b7d11f8-ffc2-4351-a9d0-81fa421adfd9";"2024-09-23T08:41:19";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"48"
"2024-09-18T11:25:16.709+02:00";"2024-09-18T11:27:37.218+02:00";"Stone Bund";"";"0.5";"";"";"7.5
Width=0.5";"";"";"";"";"";"";"-21.2623988 29.0419191 884.6954345703125 4.931";"-21.2623988";"29.0419191";"884.6954345703125";"4.931";"Village";"Nhlamba";"No";"";"";"386695921";"408de5a3-b1a5-4e6b-9a32-06745bc7356b";"2024-09-23T08:41:20";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"49"
"2024-09-18T12:53:40.485+02:00";"2024-09-18T12:56:23.850+02:00";"Silt Trap";"";"";"";"2.4";"9";"";"";"0.6";"";"";"";"-21.2717213 29.0540641 884.198486328125 4.288";"-21.2717213";"29.0540641";"884.198486328125";"4.288";"Village";"Nhlamba";"No";"";"";"386695930";"eb8b206c-505d-4ef2-bbea-cb281d7dc979";"2024-09-23T08:41:22";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"50"
"2024-09-19T10:15:43.532+02:00";"2024-09-19T10:18:40.782+02:00";"Silt Trap";"";"";"";"0.64";"7.80";"";"";"0.88";"";"";"";"-21.4420224 29.0438337 809.830078125 4.502";"-21.4420224";"29.0438337";"809.830078125";"4.502";"Village";"Bethel Line 16";"No";"";"";"386695938";"34324a93-4e04-49e3-807d-024ffcfbaac2";"2024-09-23T08:41:23";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"51"
"2024-09-19T10:19:27.083+02:00";"2024-09-19T10:22:58.801+02:00";"Silt Trap";"";"";"";"0.42";"3.06";"";"";"0.5";"";"";"";"-21.4420559 29.043677 801.827392578125 3.216";"-21.4420559";"29.043677";"801.827392578125";"3.216";"Village";"Bethel line 16";"No";"They villagers were advised not to dig stones but rather use loose rocks";"";"386695943";"919a2a88-c49f-46d0-851d-70b5071a7399";"2024-09-23T08:41:23";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"52"
"2024-09-19T10:23:14.051+02:00";"2024-09-19T10:24:48.488+02:00";"Silt Trap";"";"";"";"0.29";"1.87";"";"";"0.35";"";"";"";"-21.4420616 29.043665 800.934326171875 4.288";"-21.4420616";"29.043665";"800.934326171875";"4.288";"Village";"Bethel Line 16";"No";"";"";"386695952";"23874a4c-ad01-44a6-a2fc-a7cf0a51ca40";"2024-09-23T08:41:24";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"53"
"2024-09-19T11:00:28.837+02:00";"2024-09-19T11:04:31.711+02:00";"Silt Trap";"";"";"";"0.7";"6.30";"";"";"0.8";"";"";"";"-21.4174642 28.9869015 800.934326171875 4.288";"-21.4174642";"28.9869015";"800.934326171875";"4.288";"Village";"Sezhubane";"No";"";"";"386695958";"8e7b0c45-05cf-45a1-aff7-ee6a64291735";"2024-09-23T08:41:25";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"54"
"2024-09-19T11:05:11.643+02:00";"2024-09-19T11:07:18.995+02:00";"Silt Trap";"";"";"";"0.31";"5.25";"";"";"0.77";"";"";"";"-21.4175578 28.9866554 812.198974609375 4.645";"-21.4175578";"28.9866554";"812.198974609375";"4.645";"Village";"Sezhubane";"No";"";"";"386695960";"0500d3da-a11d-4464-ad1a-25ab56c342a6";"2024-09-23T08:41:25";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"55"
"2024-09-19T10:20:36.681+02:00";"2024-09-19T10:24:47.791+02:00";"Silt Trap";"";"";"";"61cm";"340cm";"";"";"54cm";"";"";"";"-21.4421654 29.0437581 790.008 1.757";"-21.4421654";"29.0437581";"790.008";"1.757";"Other";"Bethel 16 line";"No";"Very well ";"";"390308279";"367ac0ef-728e-4fe0-8084-bcd50c785a02";"2024-10-02T09:16:27";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"56"
"2024-09-19T10:31:20.193+02:00";"2024-09-19T10:34:07.675+02:00";"Silt Trap";"";"";"";"56cm";"573cm";"";"";"109cm";"";"";"";"-21.4416858 29.0433423 824.846 1.9";"-21.4416858";"29.0433423";"824.846";"1.9";"Other";"Bethel 16 line ";"No";"Very well ";"";"390308284";"93746472-a612-44f9-abe4-b614287e4d13";"2024-10-02T09:16:28";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"57"
